Period,Area,Mission,Category,Indicator,Observation,Lower Confidence Interval (95%),Upper Confidence Interval (95%)
2010,E07000219,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,378.8,371.4,386.2
2011,E07000219,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,377.7,371.3,384.099999999999
2012,E07000219,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,383.3,376.6,390.0
2013,E07000219,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,400.7,394.0,407.4
2014,E07000219,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,415.3,409.3,421.3
2015,E07000219,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,422.9,419.0,426.799999999999
2016,E07000219,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,418.0,412.4,423.6
2017,E07000219,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,418.7,412.7,424.7
2018,E07000219,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,429.8,424.1,435.5
2019,E07000219,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,443.1,437.2,449.0
2020,E07000219,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,430.3,422.0,438.6
2021,E07000219,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,487.2,482.2,492.2
2022,E07000219,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,527.4,522.699999999999,532.1
2008,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,420.2,412.5,427.9
2009,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,427.5,419.4,435.6
2010,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,436.0,428.4,443.6
2011,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,443.5,436.7,450.3
2012,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,438.4,430.2,446.599999999999
2013,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,493.2,485.5,500.9
2014,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,478.8,471.9,485.7
2015,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,465.4,458.2,472.599999999999
2016,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,494.1,487.9,500.3
2017,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,494.6,487.6,501.6
2018,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,533.7,526.5,540.9
2019,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,492.3,486.0,498.6
2020,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,527.8,519.9,535.699999999999
2021,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,579.9,572.5,587.3
2022,E07000220,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,608.6,602.3,614.9
2008,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,433.4,425.799999999999,441.0
2009,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,435.4,428.099999999999,442.7
2010,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,411.1,404.2,418.0
2011,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,419.3,413.2,425.4
2012,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,429.5,424.2,434.8
2013,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,428.0,420.9,435.1
2014,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,422.6,415.4,429.8
2015,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,404.5,395.8,413.2
2016,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,469.8,464.2,475.4
2017,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,488.6,483.1,494.1
2018,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,508.4,501.799999999999,515.0
2019,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,498.2,491.8,504.599999999999
2020,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,507.8,502.1,513.5
2021,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,524.5,517.8,531.2
2022,E07000221,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,610.2,602.6,617.8
2008,E07000222,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,421.1,414.2,428.0
2009,E07000222,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,424.0,417.8,430.2
2010,E07000222,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,448.4,441.799999999999,455.0
2011,E07000222,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,442.0,434.6,449.4
2012,E07000222,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,468.6,463.0,474.2
2013,E07000222,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,474.4,469.9,478.9
2014,E07000222,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,479.7,474.7,484.7
2015,E07000222,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,478.6,473.2,484.0
2016,E07000222,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,515.3,509.199999999999,521.4
2017,E07000222,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,491.6,485.6,497.6
2018,E07000222,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,534.6,528.0,541.2
2019,E07000222,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,549.7,543.7,555.7
